timestamp during request triggered : 1773561010585	 Sensor ID : RL Postimestamp during request triggered : 1773561010592	 Sensor ID : RL Postimestamp during response triggered : 1773561010610	 Sensor ID : RL sensor
timestamp during response triggered : 1773561010635	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350410	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350426	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350427	 Sensor ID : FR Postimestamp during request triggered : 1773565350435	 Sensor ID : RL Postimestamp during request triggered : 1773565350437	 Sensor ID : FL Postimestamp during response triggered : 1773565350449	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350454	 Sensor ID : RR Postimestamp during response triggered : 1773565350457	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350460	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350476	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350477	 Sensor ID : FR Postimestamp during request triggered : 1773565350484	 Sensor ID : RL Postimestamp during request triggered : 1773565350487	 Sensor ID : FL Postimestamp during response triggered : 1773565350499	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350504	 Sensor ID : RR Postimestamp during response triggered : 1773565350507	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350509	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350526	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350527	 Sensor ID : FR Postimestamp during request triggered : 1773565350534	 Sensor ID : RL Postimestamp during request triggered : 1773565350538	 Sensor ID : FL Postimestamp during response triggered : 1773565350549	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350554	 Sensor ID : RR Postimestamp during response triggered : 1773565350557	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350560	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350576	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350577	 Sensor ID : FR Postimestamp during request triggered : 1773565350585	 Sensor ID : RL Postimestamp during request triggered : 1773565350587	 Sensor ID : FL Postimestamp during response triggered : 1773565350601	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350604	 Sensor ID : RR Postimestamp during response triggered : 1773565350606	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350610	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350626	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350627	 Sensor ID : FR Postimestamp during request triggered : 1773565350634	 Sensor ID : RL Postimestamp during request triggered : 1773565350637	 Sensor ID : FL Postimestamp during response triggered : 1773565350648	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350654	 Sensor ID : RR Postimestamp during response triggered : 1773565350656	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350659	 Sensor ID : FL sensor
timestamp during request triggered : 1773565350677	 Sensor ID : FR Postimestamp during response triggered : 1773565350677	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350684	 Sensor ID : RL Postimestamp during request triggered : 1773565350687	 Sensor ID : FL Postimestamp during response triggered : 1773565350698	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350704	 Sensor ID : RR Postimestamp during response triggered : 1773565350706	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350710	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350726	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350727	 Sensor ID : FR Postimestamp during request triggered : 1773565350735	 Sensor ID : RL Postimestamp during request triggered : 1773565350737	 Sensor ID : FL Postimestamp during response triggered : 1773565350749	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350754	 Sensor ID : RR Postimestamp during response triggered : 1773565350756	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350759	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350776	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350777	 Sensor ID : FR Postimestamp during request triggered : 1773565350784	 Sensor ID : RL Postimestamp during request triggered : 1773565350787	 Sensor ID : FL Postimestamp during response triggered : 1773565350798	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350804	 Sensor ID : RR Postimestamp during response triggered : 1773565350806	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350809	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350826	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350827	 Sensor ID : FR Postimestamp during request triggered : 1773565350834	 Sensor ID : RL Postimestamp during request triggered : 1773565350838	 Sensor ID : FL Postimestamp during response triggered : 1773565350849	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350854	 Sensor ID : RR Postimestamp during response triggered : 1773565350856	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350859	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350876	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350877	 Sensor ID : FR Postimestamp during request triggered : 1773565350882	 Sensor ID : FL Postimestamp during request triggered : 1773565350885	 Sensor ID : RL Postimestamp during response triggered : 1773565350899	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350904	 Sensor ID : RR Postimestamp during response triggered : 1773565350905	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350907	 Sensor ID : RL sensor
timestamp during request triggered : 1773565350927	 Sensor ID : FR Postimestamp during response triggered : 1773565350927	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350933	 Sensor ID : FL Postimestamp during request triggered : 1773565350934	 Sensor ID : RL Postimestamp during response triggered : 1773565350949	 Sensor ID : FR sensor
timestamp during request triggered : 1773565350954	 Sensor ID : RR Postimestamp during response triggered : 1773565350954	 Sensor ID : FL sensor
timestamp during response triggered : 1773565350956	 Sensor ID : RL sensor
timestamp during response triggered : 1773565350977	 Sensor ID : RR sensor
timestamp during request triggered : 1773565350977	 Sensor ID : FR Postimestamp during request triggered : 1773565350984	 Sensor ID : RL Postimestamp during request triggered : 1773565350988	 Sensor ID : FL Postimestamp during response triggered : 1773565350999	 Sensor ID : FR sensor
timestamp during request triggered : 1773565351004	 Sensor ID : RR Postimestamp during response triggered : 1773565351006	 Sensor ID : RL sensor
timestamp during response triggered : 1773565351010	 Sensor ID : FL sensor
timestamp during response triggered : 1773565351026	 Sensor ID : RR sensor
timestamp during request triggered : 1773565351027	 Sensor ID : FR Postimestamp during request triggered : 1773565351035	 Sensor ID : RL Postimestamp during request triggered : 1773565351037	 Sensor ID : FL Postimestamp during response triggered : 1773565351049	 Sensor ID : FR sensor
timestamp during request triggered : 1773565351054	 Sensor ID : RR Postimestamp during response triggered : 1773565351057	 Sensor ID : RL sensor
timestamp during response triggered : 1773565351060	 Sensor ID : FL sensor
timestamp during response triggered : 1773565351076	 Sensor ID : RR sensor
timestamp during request triggered : 1773565351077	 Sensor ID : FR Postimestamp during request triggered : 1773565351084	 Sensor ID : RL Postimestamp during request triggered : 1773565351087	 Sensor ID : FL Postimestamp during response triggered : 1773565351099	 Sensor ID : FR sensor
timestamp during request triggered : 1773565351104	 Sensor ID : RR Postimestamp during response triggered : 1773565351106	 Sensor ID : RL sensor
timestamp during response triggered : 1773565351109	 Sensor ID : FL sensor
timestamp during response triggered : 1773565351126	 Sensor ID : RR sensor
timestamp during request triggered : 1773565351127	 Sensor ID : FR Postimestamp during request triggered : 1773565351134	 Sensor ID : RL Postimestamp during request triggered : 1773565351138	 Sensor ID : FL Postimestamp during response triggered : 1773565351149	 Sensor ID : FR sensor
timestamp during request triggered : 1773565351154	 Sensor ID : RR Postimestamp during response triggered : 1773565351157	 Sensor ID : RL sensor
timestamp during response triggered : 1773565351160	 Sensor ID : FL sensor
timestamp during response triggered : 1773565351176	 Sensor ID : RR sensor
timestamp during request triggered : 1773565351177	 Sensor ID : FR Postimestamp during request triggered : 1773565351185	 Sensor ID : RL Postimestamp during request triggered : 1773565351187	 Sensor ID : FL Postimestamp during response triggered : 1773565351199	 Sensor ID : FR sensor
timestamp during request triggered : 1773565351204	 Sensor ID : RR Postimestamp during response triggered : 1773565351207	 Sensor ID : RL sensor
timestamp during response triggered : 1773565351209	 Sensor ID : FL sensor
timestamp during response triggered : 1773565351226	 Sensor ID : RR sensor
timestamp during request triggered : 1773565351227	 Sensor ID : FR Postimestamp during request triggered : 1773565351234	 Sensor ID : RL Postimestamp during request triggered : 1773565351237	 Sensor ID : FL Postimestamp during response triggered : 1773565351249	 Sensor ID : FR sensor
timestamp during request triggered : 1773565351254	 Sensor ID : RR Postimestamp during response triggered : 1773565351257	 Sensor ID : RL sensor
timestamp during response triggered : 1773565351260	 Sensor ID : FL sensor
timestamp during response triggered : 1773565351277	 Sensor ID : RR sensor
timestamp during request triggered : 1773565351277	 Sensor ID : FR Postimestamp during request triggered : 1773565351280	 Sensor ID : FL Postimestamp during request triggered : 1773565351284	 Sensor ID : RL Postimestamp during response triggered : 1773565351299	 Sensor ID : FR sensor
timestamp during response triggered : 1773565351302	 Sensor ID : FL sensor
timestamp during request triggered : 1773565351304	 Sensor ID : RR Postimestamp during response triggered : 1773565351307	 Sensor ID : RL sensor
timestamp during response triggered : 1773565351326	 Sensor ID : RR sensor
timestamp during request triggered : 1773565351327	 Sensor ID : FR Postimestamp during request triggered : 1773565351335	 Sensor ID : RL Postimestamp during request triggered : 1773565351337	 Sensor ID : FL Postimestamp during response triggered : 1773565351349	 Sensor ID : FR sensor
timestamp during request triggered : 1773565351354	 Sensor ID : RR Postimestamp during response triggered : 1773565351357	 Sensor ID : RL sensor
timestamp during response triggered : 1773565351359	 Sensor ID : FL sensor
timestamp during response triggered : 1773565351376	 Sensor ID : RR sensor
timestamp during request triggered : 1773565351377	 Sensor ID : FR Postimestamp during request triggered : 1773565351384	 Sensor ID : RL Postimestamp during request triggered : 1773565351387	 Sensor ID : FL Postimestamp during response triggered : 1773565351399	 Sensor ID : FR sensor
timestamp during request triggered : 1773565351404	 Sensor ID : RR Postimestamp during response triggered : 1773565351406	 Sensor ID : RL sensor
